"gene"	"adj.pval.sym"	"transcript_id"	"sprot_Top_BLASTX_hit"	"RNAMMER"	"prot_id"	"prot_coords"	"sprot_Top_BLASTP_hit"	"Pfam"	"SignalP"	"TmHMM"	"eggnog"	"Kegg"	"gene_ontology_blast"	"gene_ontology_pfam"	"transcript"	"peptide"	"scaffold"	"start"	"stop"
"Mcavernosa07092"	1.9390883321568e-07	"Mcavernosa07092"	"."	"."	"Mcavernosa07092"	"1-663[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000005"	1499227	1499889
"Mcavernosa04452"	2.63120747044211e-07	"Mcavernosa04452"	"."	"."	"Mcavernosa04452"	"1-5552[+]"	"."	"PF00929.23^RNase_T^Exonuclease^83-250^E:3.3e-07"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000105"	163397	174653
"Mcavernosa00292"	2.68199387558093e-07	"Mcavernosa00292"	"YI31B_YEAST^YI31B_YEAST^Q:164-943,H:585-1348^23.14%ID^E:4e-37^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:164-943,H:559-1322^23.02%ID^E:2e-36^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YRD6_CAEEL^YRD6_CAEEL^Q:704-953,H:754-1005^32.02%ID^E:5e-29^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`YRD6_CAEEL^YRD6_CAEEL^Q:208-444,H:447-681^23.55%ID^E:1e-05^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis"	"."	"Mcavernosa00292"	"1-3057[+]"	"YI31B_YEAST^YI31B_YEAST^Q:164-943,H:585-1348^23.14%ID^E:4e-37^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:164-943,H:559-1322^23.02%ID^E:2e-36^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YRD6_CAEEL^YRD6_CAEEL^Q:704-953,H:754-1005^32.02%ID^E:5e-29^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`YRD6_CAEEL^YRD6_CAEEL^Q:208-444,H:447-681^23.55%ID^E:1e-05^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis"	"PF00078.26^RVT_1^Reverse transcriptase (RNA-dependent DNA polymerase)^263-406^E:6.3e-07`PF00665.25^rve^Integrase core domain^798-901^E:6.5e-12"	"."	"."	"."	"KEGG:sce:YIL082W-A`KO:K07497"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0000943^cellular_component^retrotransposon nucleocapsid`GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0003887^molecular_function^DNA-directed DNA polymerase activity`GO:0008233^molecular_function^peptidase activity`GO:0004540^molecular_function^ribonuclease activity`GO:0003723^molecular_function^RNA binding`GO:0003964^molecular_function^RNA-directed DNA polymerase activity`GO:0004523^molecular_function^RNA-DNA hybrid ribonuclease activity`GO:0008270^molecular_function^zinc ion binding`GO:0015074^biological_process^DNA integration`GO:0006310^biological_process^DNA recombination`GO:0032197^biological_process^transposition, RNA-mediated"	"GO:0015074^biological_process^DNA integration"	"."	"."	"Sc0000009"	59682	62805
"Mcavernosa30296"	2.82459304319709e-07	"Mcavernosa30296"	"ZN862_HUMAN^ZN862_HUMAN^Q:390-1051,H:461-1085^26.37%ID^E:1e-55^RecName: Full=Zinc finger protein 862;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`K1586_HUMAN^K1586_HUMAN^Q:466-1042,H:207-738^21.75%ID^E:4e-20^RecName: Full=E3 SUMO-protein ligase KIAA1586 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`CQ113_HUMAN^CQ113_HUMAN^Q:435-948,H:43-554^20.4%ID^E:7e-10^RecName: Full=Transmembrane protein C17orf113 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"."	"Mcavernosa30296"	"1-3303[+]"	"ZN862_HUMAN^ZN862_HUMAN^Q:390-1051,H:461-1085^26.37%ID^E:1e-55^RecName: Full=Zinc finger protein 862;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`K1586_HUMAN^K1586_HUMAN^Q:466-1042,H:207-738^21.75%ID^E:4e-20^RecName: Full=E3 SUMO-protein ligase KIAA1586 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`CQ113_HUMAN^CQ113_HUMAN^Q:435-948,H:43-554^20.4%ID^E:7e-10^RecName: Full=Transmembrane protein C17orf113 {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"	"PF02338.18^OTU^OTU-like cysteine protease^84-195^E:3.8e-05`PF05699.13^Dimer_Tnp_hAT^hAT family C-terminal dimerisation region^989-1033^E:0.00014"	"."	"."	"COG5048^Zinc finger protein"	"KEGG:hsa:643641"	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0003676^molecular_function^nucleic acid binding`GO:0046983^molecular_function^protein dimerization activity`GO:0006355^biological_process^regulation of transcription, DNA-templated`GO:0006351^biological_process^transcription, DNA-templated"	"GO:0046983^molecular_function^protein dimerization activity"	"."	"."	"xfSc0000230"	49613	52915
"Mcavernosa29918"	3.27090882866172e-07	"Mcavernosa29918"	"."	"."	"Mcavernosa29918"	"1-447[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000073"	68947	70071
"Mcavernosa28294"	4.70077221630942e-07	"Mcavernosa28294"	"."	"."	"Mcavernosa28294"	"1-1153[+]"	"."	"."	"."	"ExpAA=25.78^PredHel=1^Topology=o45-67i"	"."	"."	"."	"."	"."	"."	"Sc0000184"	368918	375741
"Mcavernosa06304"	5.3113785033707e-07	"Mcavernosa06304"	"."	"."	"Mcavernosa06304"	"1-960[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000000"	1402858	1404536
"Mcavernosa08815"	6.50700439799972e-07	"Mcavernosa08815"	"."	"."	"Mcavernosa08815"	"1-732[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000010"	181522	215484
"Mcavernosa04607"	7.22258431667158e-07	"Mcavernosa04607"	"YRD6_CAEEL^YRD6_CAEEL^Q:472-708,H:763-999^31.51%ID^E:6e-33^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`POL_SFV1^POL_SFV1^Q:465-704,H:778-1021^28.11%ID^E:1e-14^RecName: Full=Pro-Pol polyprotein;^Viruses; Ortervirales; Retroviridae; Spumaretrovirinae; Spumavirus`POL_FFV^POL_FFV^Q:478-704,H:790-1023^28.27%ID^E:3e-14^RecName: Full=Pro-Pol polyprotein;^Viruses; Ortervirales; Retroviridae; Spumaretrovirinae; Felispumavirus"	"."	"Mcavernosa04607"	"1-2243[+]"	"YRD6_CAEEL^YRD6_CAEEL^Q:472-708,H:763-999^31.51%ID^E:6e-33^RecName: Full=Uncharacterized protein K02A2.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis`POL_SFV1^POL_SFV1^Q:465-704,H:778-1021^28.11%ID^E:1e-14^RecName: Full=Pro-Pol polyprotein;^Viruses; Ortervirales; Retroviridae; Spumaretrovirinae; Spumavirus`POL_FFV^POL_FFV^Q:478-704,H:790-1023^28.27%ID^E:3e-14^RecName: Full=Pro-Pol polyprotein;^Viruses; Ortervirales; Retroviridae; Spumaretrovirinae; Felispumavirus"	"PF00665.25^rve^Integrase core domain^557-663^E:4.2e-12"	"."	"."	"."	"."	"GO:0003676^molecular_function^nucleic acid binding`GO:0008270^molecular_function^zinc ion binding`GO:0015074^biological_process^DNA integration"	"GO:0015074^biological_process^DNA integration"	"."	"."	"Sc0000107"	592051	598948
"Mcavernosa00987"	8.13116275608269e-07	"Mcavernosa00987"	"YQJG_ECOLI^YQJG_ECOLI^Q:8-316,H:13-323^58.41%ID^E:3e-123^RecName: Full=Glutathionyl-hydroquinone reductase YqjG;^Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia`GTO2_SCHPO^GTO2_SCHPO^Q:7-306,H:8-306^51.32%ID^E:3e-97^RecName: Full=Glutathione S-transferase omega-like 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces`PCPF_SPHCR^PCPF_SPHCR^Q:8-306,H:13-302^47.83%ID^E:4e-95^RecName: Full=Glutathionyl-hydroquinone reductase PcpF {ECO:0000305};^Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"	"."	"Mcavernosa00987"	"1-1883[+]"	"YQJG_ECOLI^YQJG_ECOLI^Q:8-316,H:13-323^58.41%ID^E:3e-123^RecName: Full=Glutathionyl-hydroquinone reductase YqjG;^Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia`GTO2_SCHPO^GTO2_SCHPO^Q:7-306,H:8-306^51.32%ID^E:3e-97^RecName: Full=Glutathione S-transferase omega-like 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces`PCPF_SPHCR^PCPF_SPHCR^Q:8-306,H:13-302^47.83%ID^E:4e-95^RecName: Full=Glutathionyl-hydroquinone reductase PcpF {ECO:0000305};^Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"	"PF13409.5^GST_N_2^Glutathione S-transferase, N-terminal domain^51-147^E:2.2e-24`PF00043.24^GST_C^Glutathione S-transferase, C-terminal domain^190-244^E:5.3e-06`PF13410.5^GST_C_2^Glutathione S-transferase, C-terminal domain^197-268^E:1e-13"	"."	"."	"COG0435^glutathione Stransferase"	"KEGG:ecj:JW3073`KEGG:eco:b3102`KO:K07393"	"GO:0005737^cellular_component^cytoplasm`GO:0004364^molecular_function^glutathione transferase activity`GO:0016491^molecular_function^oxidoreductase activity"	"GO:0005515^molecular_function^protein binding"	"."	"."	"Sc0000014"	1143038	1150476
"Mcavernosa17946"	8.96185899213484e-07	"Mcavernosa17946"	"."	"."	"Mcavernosa17946"	"1-1495[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0004707"	77708	82400
"Mcavernosa08818"	1.15031636391458e-06	"Mcavernosa08818"	"."	"."	"Mcavernosa08818"	"1-978[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xfSc0000010"	217640	218734
"Mcavernosa01309"	1.49783597175241e-06	"Mcavernosa01309"	"."	"."	"Mcavernosa01309"	"1-2280[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000017"	34548	36827
"Mcavernosa02141"	1.6271396774793e-06	"Mcavernosa02141"	"YI31B_YEAST^YI31B_YEAST^Q:61-614,H:662-1161^22.94%ID^E:1e-29^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:61-614,H:636-1135^22.59%ID^E:2e-28^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`POLY_DROME^POLY_DROME^Q:15-451,H:180-611^24.89%ID^E:5e-22^RecName: Full=Retrovirus-related Pol polyprotein from transposon gypsy;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"."	"Mcavernosa02141"	"1-2406[+]"	"YI31B_YEAST^YI31B_YEAST^Q:61-614,H:662-1161^22.94%ID^E:1e-29^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YG31B_YEAST^YG31B_YEAST^Q:61-614,H:636-1135^22.59%ID^E:2e-28^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`POLY_DROME^POLY_DROME^Q:15-451,H:180-611^24.89%ID^E:5e-22^RecName: Full=Retrovirus-related Pol polyprotein from transposon gypsy;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"	"PF00078.26^RVT_1^Reverse transcriptase (RNA-dependent DNA polymerase)^65-222^E:9.5e-08"	"."	"."	"."	"KEGG:sce:YIL082W-A`KO:K07497"	"GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0000943^cellular_component^retrotransposon nucleocapsid`GO:0004190^molecular_function^aspartic-type endopeptidase activity`GO:0005524^molecular_function^ATP binding`GO:0003677^molecular_function^DNA binding`GO:0003887^molecular_function^DNA-directed DNA polymerase activity`GO:0008233^molecular_function^peptidase activity`GO:0004540^molecular_function^ribonuclease activity`GO:0003723^molecular_function^RNA binding`GO:0003964^molecular_function^RNA-directed DNA polymerase activity`GO:0004523^molecular_function^RNA-DNA hybrid ribonuclease activity`GO:0008270^molecular_function^zinc ion binding`GO:0015074^biological_process^DNA integration`GO:0006310^biological_process^DNA recombination`GO:0032197^biological_process^transposition, RNA-mediated"	"."	"."	"."	"Sc0000023"	769655	772310
"Mcavernosa30418"	1.78114780881956e-06	"Mcavernosa30418"	"."	"."	"Mcavernosa30418"	"1-384[+]"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"xpSc0004820"	3767	20463
"Mcavernosa13134"	1.82099671766268e-06	"Mcavernosa13134"	"."	"."	"Mcavernosa13134"	"1-1065[+]"	"."	"PF13837.5^Myb_DNA-bind_4^Myb/SANT-like DNA-binding domain^84-174^E:2.6e-16"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000152"	368312	369471
"Mcavernosa23093"	1.82099671766268e-06	"Mcavernosa23093"	"."	"."	"Mcavernosa23093"	"1-585[+]"	"."	"PF13843.5^DDE_Tnp_1_7^Transposase IS4^130-189^E:2.1e-08"	"."	"."	"."	"."	"."	"."	"."	"."	"Sc0000710"	88494	89078
"Mcavernosa34940"	2.30706969483297e-06	"Mcavernosa34940"	"AURKA_PIG^AURKA_PIG^Q:44-347,H:39-329^56.96%ID^E:1e-111^RecName: Full=Aurora kinase A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`AURKA_MOUSE^AURKA_MOUSE^Q:68-347,H:57-320^60.07%ID^E:1e-110^RecName: Full=Aurora kinase A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`AURAA_XENLA^AURAA_XENLA^Q:39-347,H:51-336^56.09%ID^E:1e-110^RecName: Full=Aurora kinase A-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"."	"Mcavernosa34940"	"1-1044[+]"	"AURKA_PIG^AURKA_PIG^Q:44-347,H:39-329^56.96%ID^E:1e-111^RecName: Full=Aurora kinase A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus`AURKA_MOUSE^AURKA_MOUSE^Q:68-347,H:57-320^60.07%ID^E:1e-110^RecName: Full=Aurora kinase A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`AURAA_XENLA^AURAA_XENLA^Q:39-347,H:51-336^56.09%ID^E:1e-110^RecName: Full=Aurora kinase A-A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus"	"PF07714.16^Pkinase_Tyr^Protein tyrosine kinase^142-346^E:4.3e-32`PF00069.24^Pkinase^Protein kinase domain^187-347^E:1.9e-53"	"."	"."	"ENOG410XNRB^serine threonine-protein kinase"	"."	"GO:0005814^cellular_component^centriole`GO:0005813^cellular_component^centrosome`GO:0032133^cellular_component^chromosome passenger complex`GO:0005929^cellular_component^cilium`GO:0000780^cellular_component^condensed nuclear chromosome, centromeric region`GO:0097431^cellular_component^mitotic spindle pole`GO:0005876^cellular_component^spindle microtubule`GO:0051233^cellular_component^spindle midzone`GO:0031616^cellular_component^spindle pole centrosome`GO:0005524^molecular_function^ATP binding`GO:0035174^molecular_function^histone serine kinase activity`GO:0004672^molecular_function^protein kinase activity`GO:0004712^molecular_function^protein serine/threonine/tyrosine kinase activity`GO:0051301^biological_process^cell division`GO:0030030^biological_process^cell projection organization`GO:0000212^biological_process^meiotic spindle organization`GO:0007100^biological_process^mitotic centrosome separation`GO:0007052^biological_process^mitotic spindle organization`GO:1904146^biological_process^positive regulation of meiotic cell cycle process involved in oocyte maturation`GO:0045727^biological_process^positive regulation of translation`GO:0032465^biological_process^regulation of cytokinesis"	"GO:0004672^molecular_function^protein kinase activity`GO:0006468^biological_process^protein phosphorylation`GO:0005524^molecular_function^ATP binding"	"."	"."	"Sc0001321"	27160	33091
"Mcavernosa17731"	2.49141194139656e-06	"Mcavernosa17731"	"K0100_HUMAN^K0100_HUMAN^Q:97-206,H:2107-2199^48.67%ID^E:4e-21^RecName: Full=Protein KIAA0100;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`K0100_MOUSE^K0100_MOUSE^Q:97-202,H:2107-2192^49.06%ID^E:9e-21^RecName: Full=Protein KIAA0100;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`YF49_SCHPO^YF49_SCHPO^Q:97-173,H:2476-2552^32.47%ID^E:5e-07^RecName: Full=UPF0648 protein C3H5.09c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"."	"Mcavernosa17731"	"1-630[+]"	"K0100_HUMAN^K0100_HUMAN^Q:97-206,H:2107-2199^48.67%ID^E:4e-21^RecName: Full=Protein KIAA0100;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`K0100_MOUSE^K0100_MOUSE^Q:97-202,H:2107-2192^49.06%ID^E:9e-21^RecName: Full=Protein KIAA0100;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`YF49_SCHPO^YF49_SCHPO^Q:97-173,H:2476-2552^32.47%ID^E:5e-07^RecName: Full=UPF0648 protein C3H5.09c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"	"PF10351.8^Apt1^Golgi-body localisation protein domain^51-168^E:1e-35"	"."	"."	"ENOG410XSYR^UPF0378 protein"	"KEGG:hsa:9703"	"GO:0005576^cellular_component^extracellular region"	"."	"."	"."	"xpSc0004706"	30370	43227
"Mcavernosa24451"	2.49141194139656e-06	"Mcavernosa24451"	"APC5_MOUSE^APC5_MOUSE^Q:7-689,H:15-732^31.64%ID^E:2e-87^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC5_RAT^APC5_RAT^Q:7-687,H:15-717^31.56%ID^E:6e-81^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`APC5_CHICK^APC5_CHICK^Q:7-689,H:27-747^29.97%ID^E:1e-79^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"."	"Mcavernosa24451"	"1-2999[+]"	"APC5_MOUSE^APC5_MOUSE^Q:7-689,H:15-732^31.64%ID^E:2e-87^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`APC5_RAT^APC5_RAT^Q:7-687,H:15-717^31.56%ID^E:6e-81^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`APC5_CHICK^APC5_CHICK^Q:7-689,H:27-747^29.97%ID^E:1e-79^RecName: Full=Anaphase-promoting complex subunit 5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"	"PF12862.6^ANAPC5^Anaphase-promoting complex subunit 5^240-332^E:1.3e-23`PF13374.5^TPR_10^Tetratricopeptide repeat^295-326^E:0.0008`PF12862.6^ANAPC5^Anaphase-promoting complex subunit 5^482-547^E:290"	"."	"."	"ENOG410YVZN^complex subunit"	"KEGG:mmu:59008`KO:K03352"	"GO:0005680^cellular_component^anaphase-promoting complex`GO:0005634^cellular_component^nucleus`GO:0019903^molecular_function^protein phosphatase binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0070979^biological_process^protein K11-linked ubiquitination"	"."	"."	"."	"Sc0000047"	169990	194952
